dt_pos,dt_angle,dt,t,v
109, 0.128412, 0.005318, 0.584173, 24.1467
110, 0.129591, 0.005306, 0.589479, 24.4235
113, 0.133125, 0.005272, 0.594751, 25.2514
115, 0.135481, 0.005292, 0.600043, 25.6011
111, 0.130769, 0.005273, 0.605316, 24.7997
115, 0.135481, 0.005298, 0.610614, 25.5721
114, 0.134303, 0.005294, 0.615908, 25.3689
115, 0.135482, 0.005297, 0.621205, 25.5771
113, 0.133124, 0.005327, 0.626532, 24.9905
108, 0.127234, 0.005297, 0.631829, 24.0201
114, 0.134303, 0.005277, 0.637106, 25.4507
111, 0.130769, 0.005285, 0.642391, 24.7434
109, 0.128413, 0.005289, 0.64768, 24.2793
113, 0.133124, 0.005281, 0.652961, 25.2082
114, 0.134303, 0.005281, 0.658242, 25.4314
116, 0.13666, 0.005301, 0.663543, 25.78
113, 0.133125, 0.005325, 0.668868, 25.0001
103, 0.121344, 0.005291, 0.674159, 22.934
109, 0.128412, 0.005286, 0.679445, 24.2929
122, 0.143728, 0.005295, 0.68474, 27.1441
115, 0.135481, 0.005281, 0.690021, 25.6544
111, 0.130769, 0.005288, 0.695309, 24.7293
115, 0.135481, 0.005287, 0.700596, 25.6253
110, 0.129591, 0.005332, 0.705928, 24.3044
111, 0.13077, 0.005291, 0.711219, 24.7155
112, 0.131947, 0.005265, 0.716484, 25.0611
109, 0.128412, 0.005291, 0.721775, 24.2699
114, 0.134304, 0.005273, 0.727048, 25.4701
118, 0.139015, 0.005284, 0.732332, 26.3087
115, 0.135481, 0.005284, 0.737616, 25.6398
112, 0.131947, 0.005323, 0.742939, 24.788
111, 0.13077, 0.005272, 0.748211, 24.8046
114, 0.134302, 0.005285, 0.753496, 25.4119
118, 0.139015, 0.005281, 0.758777, 26.3237
112, 0.131947, 0.005288, 0.764065, 24.9521
112, 0.131948, 0.005281, 0.769346, 24.9855
112, 0.131947, 0.005301, 0.774647, 24.8909
109, 0.128412, 0.00528, 0.779927, 24.3205
116, 0.13666, 0.005281, 0.785208, 25.8776
116, 0.13666, 0.00528, 0.790488, 25.8825
109, 0.128412, 0.005402, 0.79589, 23.7712
113, 0.133125, 0.005283, 0.801173, 25.1988
121, 0.14255, 0.00528, 0.806453, 26.998
117, 0.137836, 0.005296, 0.811749, 26.0265
114, 0.134304, 0.005319, 0.817068, 25.2499
106, 0.124878, 0.00536, 0.822428, 23.2981
113, 0.133125, 0.00539, 0.827818, 24.6986
121, 0.14255, 0.005438, 0.833256, 26.2136
116, 0.13666, 0.005425, 0.838681, 25.1907
113, 0.133123, 0.005384, 0.844065, 24.7257
117, 0.137838, 0.005347, 0.849412, 25.7786
113, 0.133125, 0.005396, 0.854808, 24.6711
111, 0.130768, 0.005453, 0.860261, 23.9809
113, 0.133125, 0.005377, 0.865638, 24.7583
119, 0.140194, 0.005363, 0.871001, 26.141
116, 0.13666, 0.005399, 0.8764, 25.312
113, 0.133125, 0.005441, 0.881841, 24.4671
117, 0.137836, 0.005389, 0.88723, 25.5774
114, 0.134304, 0.005372, 0.892602, 25.0008
110, 0.129589, 0.00544, 0.898042, 23.8215
113, 0.133125, 0.005391, 0.903433, 24.694
122, 0.143728, 0.005402, 0.908835, 26.6065
119, 0.140194, 0.005386, 0.914221, 26.0293
107, 0.126057, 0.005377, 0.919598, 23.4437
109, 0.128412, 0.005437, 0.925035, 23.6182
117, 0.137836, 0.005438, 0.930473, 25.3469
119, 0.140194, 0.005377, 0.93585, 26.0729
112, 0.131947, 0.005362, 0.941212, 24.6077
115, 0.135483, 0.00541, 0.946622, 25.043
117, 0.137836, 0.005471, 0.952093, 25.194
117, 0.137836, 0.00541, 0.957503, 25.4781
116, 0.13666, 0.005392, 0.962895, 25.3449
111, 0.13077, 0.00543, 0.968325, 24.0828
112, 0.131947, 0.00537, 0.973695, 24.5711
117, 0.137836, 0.005331, 0.979026, 25.8556
115, 0.135483, 0.00532, 0.984346, 25.4667
115, 0.135481, 0.005332, 0.989678, 25.409
113, 0.133125, 0.005381, 0.995059, 24.7399
114, 0.134302, 0.005327, 1.00039, 25.2116
114, 0.134304, 0.005293, 1.00568, 25.3739
114, 0.134302, 0.005335, 1.01101, 25.1738
110, 0.129591, 0.005318, 1.01633, 24.3684
108, 0.127234, 0.005345, 1.02168, 23.8042
117, 0.137838, 0.005297, 1.02697, 26.022
120, 0.141371, 0.005374, 1.03235, 26.3064
117, 0.137838, 0.005313, 1.03766, 25.9436
110, 0.129591, 0.005283, 1.04294, 24.5298
112, 0.131947, 0.005315, 1.04826, 24.8253
116, 0.13666, 0.005345, 1.0536, 25.5677
116, 0.13666, 0.005309, 1.05891, 25.7411
116, 0.136658, 0.005289, 1.0642, 25.8381
113, 0.133125, 0.005314, 1.06952, 25.0518
115, 0.135481, 0.005306, 1.07482, 25.5335
111, 0.13077, 0.00531, 1.08013, 24.6271
111, 0.130768, 0.00535, 1.08548, 24.4426
112, 0.131948, 0.005314, 1.0908, 24.8303
115, 0.135481, 0.005298, 1.09609, 25.5721
115, 0.135481, 0.005301, 1.10139, 25.5576
112, 0.131947, 0.005303, 1.1067, 24.8815
114, 0.134304, 0.005308, 1.11201, 25.3022
112, 0.131947, 0.005303, 1.11731, 24.8815
113, 0.133125, 0.005335, 1.12264, 24.9532
114, 0.134302, 0.005307, 1.12795, 25.3066
117, 0.137838, 0.005318, 1.13327, 25.9192
118, 0.139015, 0.005295, 1.13856, 26.2541
108, 0.127234, 0.005273, 1.14384, 24.1292
108, 0.127235, 0.005289, 1.14913, 24.0566
114, 0.134302, 0.005283, 1.15441, 25.4216
114, 0.134304, 0.005324, 1.15973, 25.2262
109, 0.128412, 0.005287, 1.16502, 24.2883
108, 0.127234, 0.005291, 1.17031, 24.0472
113, 0.133125, 0.005279, 1.17559, 25.2179
118, 0.139015, 0.005295, 1.18088, 26.2541
116, 0.13666, 0.005278, 1.18616, 25.8923
109, 0.128412, 0.005287, 1.19145, 24.2883
112, 0.131948, 0.005288, 1.19674, 24.9524
112, 0.131947, 0.005332, 1.20207, 24.7462
113, 0.133125, 0.0053, 1.20737, 25.118
115, 0.135481, 0.005295, 1.21267, 25.5866
111, 0.130768, 0.005292, 1.21796, 24.7105
111, 0.13077, 0.005307, 1.22326, 24.641
114, 0.134302, 0.005287, 1.22855, 25.4023
112, 0.131947, 0.005308, 1.23386, 24.8581
111, 0.13077, 0.005326, 1.23918, 24.5531
114, 0.134302, 0.005289, 1.24447, 25.3927
118, 0.139017, 0.005284, 1.24976, 26.3091
113, 0.133123, 0.005291, 1.25505, 25.1603
113, 0.133125, 0.005285, 1.26033, 25.1893
112, 0.131947, 0.005267, 1.2656, 25.0516
110, 0.129591, 0.005287, 1.27089, 24.5113
112, 0.131947, 0.00532, 1.27621, 24.802
115, 0.135483, 0.005294, 1.2815, 25.5918
117, 0.137836, 0.005275, 1.28678, 26.1301
111, 0.13077, 0.005293, 1.29207, 24.7062
115, 0.135481, 0.005283, 1.29735, 25.6447
113, 0.133125, 0.005292, 1.30265, 25.156
110, 0.129589, 0.005291, 1.30794, 24.4924
118, 0.139017, 0.005323, 1.31326, 26.1163
112, 0.131947, 0.005265, 1.31852, 25.0611
112, 0.131947, 0.005334, 1.32386, 24.7369
116, 0.13666, 0.005403, 1.32926, 25.2933
115, 0.135481, 0.005396, 1.33466, 25.1076
112, 0.131947, 0.005389, 1.34005, 24.4844
116, 0.136658, 0.005375, 1.34542, 25.4247
114, 0.134304, 0.005398, 1.35082, 24.8803
108, 0.127235, 0.005393, 1.35621, 23.5927
120, 0.141373, 0.005378, 1.36159, 26.2872
120, 0.141369, 0.005388, 1.36698, 26.2377
115, 0.135483, 0.005402, 1.37238, 25.0801
117, 0.137836, 0.005416, 1.3778, 25.4499
112, 0.131947, 0.005376, 1.38317, 24.5436
115, 0.135483, 0.005352, 1.38852, 25.3144
111, 0.130768, 0.005402, 1.39393, 24.2073
111, 0.130768, 0.005472, 1.3994, 23.8976
118, 0.139019, 0.005397, 1.4048, 25.7586
123, 0.144905, 0.005373, 1.41017, 26.9691
116, 0.136658, 0.005441, 1.41561, 25.1163
109, 0.128414, 0.005413, 1.42102, 23.7233
115, 0.135479, 0.005418, 1.42644, 25.0053
118, 0.139015, 0.005397, 1.43184, 25.7579
117, 0.13784, 0.005382, 1.43722, 25.6113
115, 0.135479, 0.005421, 1.44264, 24.9915
116, 0.136662, 0.00545, 1.44809, 25.0755
109, 0.12841, 0.005333, 1.45342, 24.0784
112, 0.131947, 0.005306, 1.45873, 24.8674
116, 0.136662, 0.005342, 1.46407, 25.5825
110, 0.129589, 0.005288, 1.46936, 24.5063
114, 0.134304, 0.005301, 1.47466, 25.3356
116, 0.136658, 0.005293, 1.47995, 25.8186
115, 0.135483, 0.005342, 1.4853, 25.3618
117, 0.137836, 0.005291, 1.49059, 26.0511
109, 0.128414, 0.005297, 1.49588, 24.2428
109, 0.12841, 0.005311, 1.50119, 24.1782
117, 0.13784, 0.005309, 1.5065, 25.9635
118, 0.139015, 0.005285, 1.51179, 26.3037
112, 0.131947, 0.005355, 1.51714, 24.6399
110, 0.129589, 0.005309, 1.52245, 24.4093
113, 0.133125, 0.005308, 1.52776, 25.0801
115, 0.135483, 0.005309, 1.53307, 25.5195
114, 0.1343, 0.005312, 1.53838, 25.2824
111, 0.130772, 0.00534, 1.54372, 24.4891
112, 0.131947, 0.005288, 1.54901, 24.9521
116, 0.136658, 0.005344, 1.55435, 25.5722
117, 0.137836, 0.005298, 1.55965, 26.0167
116, 0.136662, 0.005278, 1.56493, 25.8927
110, 0.129589, 0.005283, 1.57021, 24.5294
108, 0.127235, 0.005293, 1.5755, 24.0384
116, 0.136658, 0.005373, 1.58088, 25.4342
120, 0.141373, 0.005329, 1.58621, 26.5289
113, 0.133125, 0.00531, 1.59152, 25.0707
108, 0.127235, 0.005348, 1.59686, 23.7912
112, 0.131947, 0.005325, 1.60219, 24.7787
112, 0.131947, 0.005326, 1.60752, 24.774
112, 0.131947, 0.005308, 1.61282, 24.8581
115, 0.135483, 0.005321, 1.61814, 25.4619
117, 0.137836, 0.005348, 1.62349, 25.7735
114, 0.134304, 0.005382, 1.62888, 24.9543
118, 0.139015, 0.005441, 1.63432, 25.5496
117, 0.137836, 0.0054, 1.63972, 25.5253
107, 0.126057, 0.005384, 1.6451, 23.4132
114, 0.134304, 0.005376, 1.65048, 24.9822
117, 0.137836, 0.005398, 1.65587, 25.5347
117, 0.137836, 0.005401, 1.66128, 25.5205
113, 0.133125, 0.005386, 1.66666, 24.7169
111, 0.130768, 0.005379, 1.67204, 24.3108
115, 0.135483, 0.005363, 1.6774, 25.2625
115, 0.135479, 0.005339, 1.68274, 25.3753
112, 0.13195, 0.005379, 1.68812, 24.5307
108, 0.127232, 0.005366, 1.69349, 23.7107
118, 0.139015, 0.005384, 1.69887, 25.8201
119, 0.140194, 0.0054, 1.70427, 25.9618
116, 0.136662, 0.005405, 1.70968, 25.2843
118, 0.139015, 0.005391, 1.71507, 25.7865
111, 0.130768, 0.00539, 1.72046, 24.2612
214, 0.252113, 0.010171, 1.73063, 24.7875
135, 0.159042, 0.006064, 1.73669, 26.2273
113, 0.133125, 0.005317, 1.74201, 25.0377
117, 0.137836, 0.00547, 1.74748, 25.1986
115, 0.135483, 0.00536, 1.75284, 25.2766
116, 0.136658, 0.005316, 1.75815, 25.7069
115, 0.135483, 0.005314, 1.76347, 25.4954
108, 0.127235, 0.005317, 1.76879, 23.9299
110, 0.129589, 0.005318, 1.7741, 24.368
118, 0.139015, 0.005293, 1.7794, 26.264
119, 0.140194, 0.005307, 1.7847, 26.4168
112, 0.131947, 0.005303, 1.79001, 24.8815
108, 0.127235, 0.005282, 1.79529, 24.0885
114, 0.134304, 0.005291, 1.80058, 25.3835
116, 0.136658, 0.005294, 1.80587, 25.8137
114, 0.134304, 0.005303, 1.81118, 25.326
117, 0.137836, 0.005294, 1.81647, 26.0364
116, 0.136658, 0.005339, 1.82181, 25.5961
110, 0.129593, 0.00528, 1.82709, 24.5441
112, 0.131947, 0.005284, 1.83237, 24.971
109, 0.12841, 0.005288, 1.83766, 24.2833
110, 0.129593, 0.0053, 1.84296, 24.4515
114, 0.134304, 0.00528, 1.84824, 25.4364
115, 0.135479, 0.005272, 1.85351, 25.6978
114, 0.134304, 0.005269, 1.85878, 25.4895
113, 0.133125, 0.005318, 1.8641, 25.033
111, 0.130768, 0.00527, 1.86937, 24.8136
112, 0.131947, 0.005288, 1.87466, 24.9521
111, 0.130768, 0.00528, 1.87994, 24.7666
118, 0.139019, 0.005278, 1.88522, 26.3393
115, 0.135479, 0.005266, 1.89048, 25.7271
106, 0.124878, 0.005344, 1.89583, 23.3679
107, 0.126057, 0.005262, 1.90109, 23.956
114, 0.134304, 0.005256, 1.90634, 25.5525
115, 0.135479, 0.005294, 1.91164, 25.591
108, 0.127235, 0.005251, 1.91689, 24.2307
109, 0.128414, 0.005268, 1.92216, 24.3763
117, 0.137836, 0.005245, 1.9274, 26.2796
115, 0.135483, 0.0053, 1.9327, 25.5628
108, 0.127232, 0.005318, 1.93802, 23.9247
109, 0.128414, 0.005304, 1.94332, 24.2108
117, 0.137836, 0.005266, 1.94859, 26.1748
114, 0.134304, 0.005328, 1.95392, 25.2072
112, 0.131947, 0.005258, 1.95918, 25.0944
114, 0.134304, 0.005284, 1.96446, 25.4171
113, 0.133125, 0.005317, 1.96978, 25.0377
115, 0.135479, 0.005316, 1.97509, 25.4851
111, 0.130772, 0.005387, 1.98048, 24.2754
111, 0.130768, 0.005434, 1.98592, 24.0647
119, 0.140194, 0.005392, 1.99131, 26.0004
116, 0.136658, 0.005385, 1.99669, 25.3775
113, 0.133125, 0.00538, 2.00207, 24.7445
120, 0.141373, 0.005455, 2.00753, 25.9162
120, 0.141373, 0.005377, 2.0129, 26.2921
113, 0.133121, 0.005358, 2.01826, 24.8454
106, 0.124882, 0.005371, 2.02363, 23.2511
111, 0.130768, 0.005351, 2.02898, 24.438
122, 0.143726, 0.005394, 2.03438, 26.6456
119, 0.140194, 0.005382, 2.03976, 26.0487
112, 0.131947, 0.005394, 2.04515, 24.4617
118, 0.139015, 0.005377, 2.05053, 25.8537
116, 0.136662, 0.005411, 2.05594, 25.2562
116, 0.136658, 0.005475, 2.06142, 24.9603
115, 0.135483, 0.005393, 2.06681, 25.122
115, 0.135479, 0.005377, 2.07219, 25.196
118, 0.139015, 0.005421, 2.07761, 25.6438
117, 0.13784, 0.00551, 2.08312, 25.0164
115, 0.135479, 0.005459, 2.08858, 24.8175
116, 0.136662, 0.005377, 2.09395, 25.4159
116, 0.136658, 0.00529, 2.09924, 25.8332
109, 0.128414, 0.005314, 2.10456, 24.1653
114, 0.1343, 0.005296, 2.10985, 25.3588
118, 0.139015, 0.005298, 2.11515, 26.2392
113, 0.133125, 0.005301, 2.12045, 25.1132
113, 0.133125, 0.00536, 2.12581, 24.8368
110, 0.129593, 0.00529, 2.1311, 24.4977
110, 0.129589, 0.005297, 2.1364, 24.4646
112, 0.131947, 0.005304, 2.1417, 24.8768
115, 0.135483, 0.005304, 2.14701, 25.5435
113, 0.133125, 0.005292, 2.1523, 25.156
114, 0.1343, 0.005318, 2.15762, 25.2539
119, 0.140194, 0.005336, 2.16295, 26.2732
113, 0.133125, 0.005304, 2.16826, 25.099
102, 0.120167, 0.00528, 2.17354, 22.7589
112, 0.131947, 0.0053, 2.17884, 24.8956
120, 0.141373, 0.005296, 2.18413, 26.6942
113, 0.133125, 0.00531, 2.18944, 25.0707
111, 0.130768, 0.005293, 2.19474, 24.7058
117, 0.137836, 0.005332, 2.20007, 25.8508
108, 0.127235, 0.005284, 2.20535, 24.0794
110, 0.129589, 0.005293, 2.21065, 24.4831
112, 0.131947, 0.005291, 2.21594, 24.9379
113, 0.133125, 0.005266, 2.2212, 25.2802
114, 0.134304, 0.005283, 2.22649, 25.4219
111, 0.130768, 0.005272, 2.23176, 24.8042
113, 0.133125, 0.005377, 2.23713, 24.7583
117, 0.13784, 0.005367, 2.2425, 25.6829
115, 0.135479, 0.005367, 2.24787, 25.243
115, 0.135483, 0.005393, 2.25326, 25.122
119, 0.140194, 0.005454, 2.25872, 25.7048
118, 0.139015, 0.005379, 2.2641, 25.8441
113, 0.133125, 0.005379, 2.26947, 24.7491
112, 0.131947, 0.005398, 2.27487, 24.4436
111, 0.130768, 0.005439, 2.28031, 24.0426
119, 0.140194, 0.005384, 2.2857, 26.039
119, 0.140194, 0.005379, 2.29107, 26.0632
112, 0.131947, 0.005425, 2.2965, 24.3219
113, 0.133125, 0.005398, 2.3019, 24.662
121, 0.142548, 0.005391, 2.30729, 26.4418
121, 0.142551, 0.005365, 2.31265, 26.5706
110, 0.129589, 0.00538, 2.31803, 24.0872
111, 0.130772, 0.005384, 2.32342, 24.2889
120, 0.141369, 0.0054, 2.32882, 26.1794
114, 0.134304, 0.005387, 2.3342, 24.9311
113, 0.133125, 0.005382, 2.33959, 24.7353
116, 0.136658, 0.005353, 2.34494, 25.5292
115, 0.135483, 0.005318, 2.35026, 25.4763
110, 0.129589, 0.005298, 2.35555, 24.46
107, 0.126057, 0.005343, 2.3609, 23.5929
111, 0.130772, 0.005295, 2.36619, 24.6972
116, 0.136658, 0.0053, 2.37149, 25.7845
116, 0.136658, 0.005283, 2.37678, 25.8674
112, 0.131947, 0.005291, 2.38207, 24.9379
118, 0.139019, 0.005278, 2.38734, 26.3393
112, 0.131947, 0.005292, 2.39264, 24.9332
105, 0.123699, 0.005279, 2.39792, 23.4323
113, 0.133125, 0.005331, 2.40325, 24.9719
118, 0.139015, 0.005303, 2.40855, 26.2144
115, 0.135479, 0.005331, 2.41388, 25.4134
110, 0.129593, 0.005324, 2.4192, 24.3413
112, 0.131947, 0.005262, 2.42447, 25.0754
113, 0.133125, 0.005267, 2.42973, 25.2754
114, 0.134304, 0.005266, 2.435, 25.504
115, 0.135479, 0.005517, 2.44052, 24.5566
113, 0.133125, 0.005321, 2.44584, 25.0189
118, 0.139015, 0.005333, 2.45117, 26.067
113, 0.133125, 0.00542, 2.45659, 24.5619
112, 0.131947, 0.005331, 2.46192, 24.7508
112, 0.131947, 0.005334, 2.46726, 24.7369
114, 0.134304, 0.005343, 2.4726, 25.1364
114, 0.134304, 0.005352, 2.47795, 25.0942
117, 0.137836, 0.005432, 2.48338, 25.3749
119, 0.140194, 0.005318, 2.4887, 26.3622
113, 0.133125, 0.005312, 2.49401, 25.0612
115, 0.135479, 0.005348, 2.49936, 25.3326
118, 0.139019, 0.00544, 2.5048, 25.555
111, 0.130768, 0.005323, 2.51012, 24.5666
112, 0.131947, 0.005295, 2.51542, 24.9191
112, 0.131947, 0.005373, 2.52079, 24.5573
116, 0.136658, 0.005574, 2.52637, 24.517
119, 0.140194, 0.005332, 2.5317, 26.2929
119, 0.140194, 0.005295, 2.53699, 26.4767
110, 0.129593, 0.005337, 2.54233, 24.282
111, 0.130768, 0.005415, 2.54774, 24.1492
117, 0.137836, 0.00536, 2.5531, 25.7158
117, 0.137836, 0.005317, 2.55842, 25.9237
121, 0.142551, 0.005609, 2.56403, 25.4148
113, 0.133125, 0.005363, 2.56939, 24.8229
115, 0.135479, 0.005351, 2.57475, 25.3184
112, 0.131947, 0.005325, 2.58007, 24.7787
110, 0.129593, 0.005367, 2.58544, 24.1462
113, 0.133125, 0.005392, 2.59083, 24.6894
118, 0.139015, 0.005346, 2.59618, 26.0036
118, 0.139015, 0.005321, 2.6015, 26.1258
111, 0.130768, 0.005368, 2.60686, 24.3606
110, 0.129593, 0.005453, 2.61232, 23.7654
118, 0.139015, 0.005571, 2.61789, 24.9534
120, 0.141373, 0.005319, 2.62321, 26.5788
113, 0.133125, 0.005339, 2.62855, 24.9345
114, 0.1343, 0.005313, 2.63386, 25.2777
118, 0.139015, 0.005345, 2.6392, 26.0085
114, 0.1343, 0.00549, 2.64469, 24.4627
109, 0.128418, 0.005348, 2.65004, 24.0123
112, 0.131943, 0.005353, 2.65539, 24.6484
116, 0.136665, 0.005333, 2.66073, 25.6264
112, 0.131943, 0.005342, 2.66607, 24.6991
114, 0.1343, 0.005565, 2.67164, 24.133
117, 0.13784, 0.005353, 2.67699, 25.7501
117, 0.13784, 0.005352, 2.68234, 25.7549
116, 0.136658, 0.005438, 2.68778, 25.1301
113, 0.133125, 0.005312, 2.69309, 25.0612
112, 0.131943, 0.005363, 2.69845, 24.6024
109, 0.128418, 0.005374, 2.70383, 23.8962
116, 0.136658, 0.005381, 2.70921, 25.3963
119, 0.14019, 0.005317, 2.71453, 26.3664
113, 0.133125, 0.005349, 2.71987, 24.8879
122, 0.14373, 0.005623, 2.7255, 25.5611
112, 0.13195, 0.005324, 2.73082, 24.7841
110, 0.129585, 0.005328, 2.73615, 24.3216
114, 0.134308, 0.005318, 2.74147, 25.2553
115, 0.135475, 0.005345, 2.74681, 25.3461
115, 0.135483, 0.005318, 2.75213, 25.4763
118, 0.139015, 0.005339, 2.75747, 26.0377
118, 0.139015, 0.005362, 2.76283, 25.926
112, 0.13195, 0.005328, 2.76816, 24.7655
110, 0.129593, 0.005315, 2.77347, 24.3825
119, 0.14019, 0.005598, 2.77907, 25.0429
119, 0.14019, 0.00535, 2.78442, 26.2038
116, 0.136665, 0.005338, 2.78976, 25.6024
113, 0.133125, 0.005333, 2.79509, 24.9626
115, 0.135475, 0.005351, 2.80044, 25.3177
110, 0.129593, 0.005298, 2.80574, 24.4607
114, 0.1343, 0.005281, 2.81102, 25.4308
114, 0.134308, 0.005289, 2.81631, 25.3938
113, 0.133125, 0.005287, 2.8216, 25.1797
117, 0.137833, 0.005332, 2.82693, 25.8501
113, 0.133125, 0.0053, 2.83223, 25.118
113, 0.133125, 0.005324, 2.83756, 25.0048
115, 0.135483, 0.005364, 2.84292, 25.2578
114, 0.1343, 0.005375, 2.84829, 24.9861
150, 0.17672, 0.007231, 2.85553, 24.4392
117, 0.137833, 0.005406, 2.86093, 25.4962
116, 0.136665, 0.005348, 2.86628, 25.5545
120, 0.141373, 0.005457, 2.87174, 25.9067
113, 0.133118, 0.005296, 2.87703, 25.1355
